revision_timing,nth_revision,sleep_duration,topic_difficulty,study_duration,session_time,S_true,retention_percentage
26.8,0,6.2,5,75,evening,22.05,26.52
2.5,1,6.3,5,98,afternoon,43.67,94.37
29.1,0,5.1,9,36,morning,18.41,19.28
41.9,3,7.6,3,42,night,139.91,70.32
41.1,4,6.7,6,64,night,195.76,80.53
19.9,1,6.0,7,55,night,31.19,54.29
18.7,0,4.0,5,42,night,13.93,27.97
5.9,1,8.4,4,28,morning,48.07,96.05
22.4,2,4.9,4,44,afternoon,54.56,67.95
5.5,0,5.7,1,14,evening,24.01,83.55
70.3,2,7.0,4,79,evening,87.76,45.12
163.2,2,4.9,7,38,morning,49.41,9.55
168.9,2,4.6,1,86,evening,70.43,17.48
96.6,0,3.7,3,50,morning,19.61,2.58
44.6,2,7.4,6,62,morning,84.85,55.64
58.4,0,5.8,7,21,afternoon,17.97,1.95
16.6,0,10.0,5,82,afternoon,26.87,54.9
48.3,4,5.2,6,180,afternoon,261.27,84.72
29.7,3,5.3,4,46,morning,142.17,83.59
32.1,0,5.8,3,61,night,21.92,24.73
68.6,0,6.8,4,65,morning,25.6,6.88
16.4,0,5.9,5,26,morning,21.83,44.95
18.9,0,7.3,9,30,night,16.97,34.24
124.6,0,5.2,2,76,night,24.24,7.08
3.3,0,4.7,5,36,night,13.71,82.18
32.4,1,4.2,4,50,evening,29.56,35.29
117.6,3,3.6,5,62,evening,93.38,31.99
45.7,2,5.8,1,77,afternoon,95.72,60.74
38.4,2,6.1,4,52,morning,80.23,60.19
14.3,0,5.7,7,52,afternoon,19.54,45.48
20.7,5,8.1,5,170,afternoon,570.41,96.0
92.2,3,8.1,5,93,morning,173.7,57.34
39.8,3,6.1,4,47,evening,126.71,77.27
35.2,3,4.2,4,53,afternoon,100.55,68.8
5.5,5,5.8,4,137,morning,566.68,96.22
1.3,1,5.7,7,78,morning,40.54,100.0
159.6,0,5.6,9,100,evening,19.2,0.0
23.2,2,5.6,5,46,morning,74.66,73.83
44.9,3,5.7,4,43,night,114.93,69.24
4.5,3,6.0,7,120,afternoon,134.05,92.72
55.7,1,5.7,5,55,afternoon,39.32,28.58
129.9,0,6.8,5,55,afternoon,21.84,2.49
41.6,1,7.0,3,45,evening,47.48,47.1
7.0,5,5.3,7,97,morning,445.28,96.06
42.3,2,8.2,5,63,evening,79.74,59.18
70.3,1,5.2,7,29,afternoon,33.07,12.07
25.5,0,4.4,7,42,morning,15.42,20.05
102.2,1,7.0,3,108,night,50.77,8.27
50.7,4,5.4,6,64,evening,213.56,79.25
110.7,2,6.9,7,98,evening,68.03,14.65
47.4,3,3.4,4,71,night,92.61,61.19
7.3,1,8.3,3,32,night,42.03,76.61
18.3,2,7.4,1,75,evening,105.16,77.55
11.3,0,4.5,5,56,evening,15.77,51.7
115.5,2,4.6,4,42,evening,52.1,8.98
69.1,1,8.7,5,45,evening,42.29,16.06
54.7,1,5.5,3,97,evening,46.97,35.65
17.7,2,5.4,8,65,evening,59.87,75.55
10.3,5,3.6,4,63,morning,360.96,100.0
68.3,0,6.0,3,126,night,25.53,6.31
31.4,3,6.2,5,38,night,107.2,83.99
12.8,0,7.4,5,54,morning,27.06,60.2
46.5,1,4.7,3,40,evening,30.56,27.94
2.5,0,4.5,4,74,morning,19.63,87.83
19.4,1,7.1,3,64,morning,56.1,64.97
30.8,1,7.8,6,47,evening,40.31,48.27
8.2,0,4.5,7,50,morning,15.74,60.5
201.0,1,7.9,5,92,evening,47.54,0.0
11.8,5,6.5,6,104,evening,423.1,94.02
7.2,0,7.9,7,42,afternoon,21.89,71.88
11.4,3,6.4,3,180,morning,185.64,95.27
70.8,1,3.2,9,25,morning,24.11,0.0
27.1,2,6.3,7,31,evening,57.46,66.08
40.5,0,7.9,3,49,night,24.44,17.33
1.5,0,5.3,3,37,evening,22.45,88.88
2.2,0,6.0,2,35,morning,26.77,95.4
28.8,0,6.3,3,103,evening,26.46,33.59
81.9,0,2.7,7,75,afternoon,11.39,4.33
104.4,2,8.7,5,60,evening,79.14,28.27
4.9,4,5.3,7,43,morning,216.34,97.76
37.6,3,7.2,7,32,evening,119.27,72.43
117.8,2,6.4,6,31,afternoon,62.96,17.08
24.1,0,8.1,6,102,night,23.5,34.41
85.4,0,7.0,1,100,morning,38.75,8.05
7.4,1,6.2,4,49,evening,39.31,84.98
132.0,0,5.3,6,24,night,16.77,0.0
67.3,1,7.5,1,79,morning,66.37,36.39
136.6,1,4.1,1,50,night,32.79,5.36
54.7,1,7.3,8,94,evening,41.04,25.97
22.2,1,5.1,6,30,morning,37.67,55.52
134.1,3,8.1,4,60,morning,169.53,43.24
16.0,3,6.7,6,29,evening,108.19,87.76
19.9,1,7.3,7,38,morning,42.09,63.55
58.4,4,6.6,4,37,afternoon,231.33,80.84
70.1,5,4.2,1,49,morning,421.33,82.65
127.7,1,5.4,9,107,evening,35.12,1.03
11.5,1,7.4,4,61,morning,52.46,83.09
77.3,1,6.7,2,86,night,44.7,18.62
64.9,5,8.0,5,59,night,422.01,82.57
3.7,4,7.0,7,45,night,203.79,100.0
24.0,0,5.2,3,15,evening,21.12,26.15
16.5,1,5.5,4,31,morning,42.14,70.35
17.9,2,6.6,3,57,evening,76.68,74.75
195.9,1,3.5,10,62,morning,25.46,6.65
49.9,0,8.7,3,94,morning,33.52,17.16
61.2,4,7.1,5,20,morning,259.13,83.0
180.8,2,8.1,8,155,afternoon,84.02,11.34
23.2,3,4.4,3,15,evening,92.38,76.51
78.2,4,8.1,9,55,evening,207.72,69.28
27.9,3,9.4,9,41,afternoon,115.87,80.81
98.3,1,4.8,8,32,morning,25.74,0.0
10.1,2,7.5,3,122,night,94.29,86.99
142.1,0,6.5,6,42,afternoon,20.02,2.36
12.4,2,4.5,7,19,afternoon,43.41,69.18
19.5,0,7.1,10,26,morning,19.71,35.14
68.2,2,7.6,3,100,evening,97.9,60.47
24.5,0,5.7,7,27,evening,17.54,21.35
45.5,0,8.0,4,23,morning,26.33,21.79
28.7,0,4.3,3,63,morning,20.28,22.23
65.6,0,4.6,5,49,evening,15.48,3.23
12.9,2,6.7,7,73,evening,64.08,84.06
3.4,3,6.5,5,45,morning,134.04,100.0
17.6,1,5.6,5,83,night,37.1,61.52
31.4,0,7.6,10,25,morning,19.66,27.21
9.3,0,7.2,4,22,afternoon,24.32,66.15
21.5,0,7.6,6,66,night,21.55,37.7
25.0,0,6.3,4,49,afternoon,22.75,34.18
3.3,4,7.3,4,44,evening,260.21,94.81
42.5,0,5.9,6,79,afternoon,21.99,13.48
104.0,1,9.2,9,167,morning,48.15,12.1
8.4,0,5.4,5,22,night,17.59,60.52
44.2,0,9.2,7,109,afternoon,25.79,26.56
53.0,1,6.5,2,81,night,44.16,27.18
26.6,2,4.7,3,43,morning,62.38,69.41
58.5,0,8.3,5,127,morning,32.16,19.22
25.9,0,6.7,1,26,morning,27.94,39.53
34.2,1,7.6,4,71,evening,47.81,45.88
0.9,0,8.1,5,51,afternoon,24.86,93.76
57.0,0,6.9,1,43,night,23.84,7.35
52.5,5,5.7,4,29,afternoon,407.4,81.66
2.4,2,7.8,5,180,night,86.07,93.74
22.5,2,6.5,5,43,morning,74.07,68.62
186.0,1,7.4,8,11,night,30.31,4.93
26.7,1,3.7,6,88,evening,29.12,42.14
34.0,1,7.1,5,68,evening,44.86,49.62
116.0,2,5.7,9,49,evening,54.89,14.14
61.1,2,8.6,7,46,evening,68.8,41.73
42.4,0,7.3,3,54,evening,27.01,25.92
77.2,1,6.8,3,88,morning,51.73,20.35
96.4,1,7.1,6,68,morning,47.85,13.71
29.8,4,5.2,5,75,night,212.18,89.51
31.4,2,8.6,7,75,evening,74.06,60.82
23.9,1,9.1,7,90,evening,42.65,67.94
163.8,0,7.0,6,104,afternoon,26.82,0.32
57.8,2,8.6,10,38,morning,66.0,42.15
4.7,0,5.8,5,63,morning,24.08,86.67
95.9,1,5.5,2,102,evening,50.62,18.24
31.9,0,6.6,7,38,afternoon,18.83,18.51
3.9,2,7.1,4,114,morning,107.11,96.88
38.8,0,6.0,7,38,afternoon,18.83,7.47
26.4,1,7.2,9,70,morning,41.62,51.08
101.4,4,6.9,6,49,afternoon,214.06,64.08
11.5,0,5.2,6,45,morning,21.79,60.55
84.6,1,7.2,5,73,evening,45.42,19.8
39.7,1,7.6,4,105,morning,58.31,50.2
3.2,0,6.7,4,48,afternoon,22.69,81.99
171.9,3,8.0,6,110,morning,171.26,40.35
35.0,0,4.9,7,37,morning,15.21,15.04
17.0,1,7.1,6,105,afternoon,48.39,73.52
30.9,2,5.0,3,60,afternoon,80.49,67.55
94.1,2,5.1,5,68,evening,70.22,29.84
18.0,2,5.7,7,28,morning,64.11,87.52
10.8,0,5.3,5,43,evening,20.32,59.18
7.1,0,5.8,5,56,night,19.27,64.59
17.5,2,6.2,7,99,evening,68.18,75.31
73.2,1,7.6,6,51,morning,45.82,22.43
31.1,3,6.1,5,35,afternoon,120.83,71.69
12.9,3,4.4,8,65,morning,90.93,87.37
9.2,3,8.0,3,146,morning,213.49,97.11
19.9,1,5.4,10,68,night,28.08,54.6
135.5,1,6.4,2,50,morning,50.14,11.29
20.7,3,7.1,1,65,afternoon,192.35,92.82
213.3,1,6.8,8,34,evening,30.67,0.0
32.4,0,7.9,3,117,evening,31.4,38.86
10.0,4,7.1,6,116,afternoon,289.3,99.07
106.9,4,5.4,7,33,morning,210.59,61.09
30.1,1,9.3,8,115,morning,48.43,47.66
59.9,0,6.8,10,65,afternoon,17.6,0.6
198.1,1,6.3,4,82,morning,48.04,0.0
3.0,3,7.8,6,57,afternoon,139.62,90.82
5.4,4,6.8,2,59,morning,299.31,98.2
61.7,0,7.0,5,40,morning,26.08,6.6
16.4,0,9.7,7,33,afternoon,21.36,55.59
10.3,4,6.1,4,32,morning,246.46,95.32
2.4,1,6.1,6,100,afternoon,41.6,98.92
1.6,1,6.7,5,63,evening,38.52,90.44
72.0,6,7.9,6,34,evening,735.64,88.82
7.4,0,4.5,9,60,morning,14.7,60.8
30.8,2,3.9,2,20,morning,62.4,57.86
45.2,0,5.7,5,34,morning,22.32,11.72
27.3,1,4.4,8,105,evening,27.45,36.23
1.8,3,5.9,5,42,evening,118.2,97.67
73.9,1,7.2,2,99,morning,65.04,38.59
1.0,7,5.3,5,54,night,1173.81,100.0
69.4,2,4.6,4,82,morning,64.86,35.98
107.9,1,6.6,3,29,afternoon,41.19,9.17
27.7,0,7.6,7,75,evening,22.86,31.91
37.3,1,4.3,5,13,night,23.14,19.67
31.6,1,7.6,9,45,evening,34.7,39.1
24.2,0,7.6,7,108,evening,24.7,38.13
105.3,1,7.7,6,58,morning,46.66,14.52
108.2,1,8.1,1,33,evening,52.41,16.63
20.1,2,9.4,5,104,morning,98.99,80.78
46.3,2,6.0,3,155,night,84.04,60.33
126.1,2,6.6,8,50,afternoon,60.02,11.55
157.5,0,6.0,3,21,evening,21.48,0.18
34.6,0,6.5,4,58,afternoon,23.29,20.97
29.4,2,8.5,5,85,evening,84.17,69.88
16.2,1,4.8,4,51,afternoon,30.87,63.87
153.7,0,5.4,3,14,evening,21.06,0.39
7.9,3,8.3,6,80,morning,159.68,95.65
42.1,3,7.8,2,37,morning,180.5,74.13
16.4,1,6.0,2,44,morning,49.36,70.65
16.2,0,7.6,4,22,morning,26.26,53.12
25.4,3,6.9,6,11,night,94.25,73.47
323.0,2,8.5,5,28,morning,81.79,2.0
3.2,3,6.6,5,42,night,108.35,95.59
42.0,3,7.8,5,41,morning,152.52,76.21
4.6,3,9.9,4,120,morning,195.39,98.1
8.6,1,7.3,9,31,evening,33.42,73.96
28.3,0,6.6,2,94,evening,27.6,34.48
34.8,2,7.4,6,62,afternoon,78.56,64.48
14.9,2,6.0,8,129,afternoon,72.38,85.54
18.8,3,9.6,7,55,evening,126.78,87.12
4.9,0,6.7,3,15,morning,23.76,79.05
17.8,0,6.1,4,52,night,20.18,42.78
163.6,4,5.4,6,11,night,169.65,44.1
139.5,3,7.9,2,28,evening,156.55,44.23
20.1,4,7.6,7,52,morning,254.74,94.33
41.1,3,5.9,6,53,evening,115.36,72.57
115.9,2,7.2,6,92,morning,91.28,33.13
0.8,2,4.5,2,72,morning,71.58,100.0
80.4,4,6.7,6,123,morning,275.93,76.71
142.8,2,7.1,6,92,afternoon,84.52,22.2
5.1,2,8.7,7,86,night,69.72,89.16
9.0,0,5.5,1,148,evening,32.26,70.39
155.9,1,4.8,1,90,evening,39.5,2.48
37.5,2,5.3,4,112,afternoon,85.86,64.85
1.2,0,4.8,3,20,morning,18.08,91.67
14.8,0,8.2,5,48,afternoon,24.67,57.77
29.2,1,8.5,8,70,night,35.5,37.41
57.2,0,6.9,4,59,morning,25.21,8.47
63.9,0,8.1,7,36,night,18.95,1.74
259.0,1,6.7,1,87,afternoon,54.48,0.0
16.8,4,6.4,3,98,afternoon,285.98,99.53
37.6,1,6.1,1,54,evening,48.19,41.07
37.1,0,6.1,4,49,afternoon,22.75,17.52
25.5,0,4.5,8,43,night,12.0,15.13
9.4,2,6.8,2,89,night,81.03,91.31
182.5,1,6.4,6,49,afternoon,36.7,0.0
92.6,3,7.5,5,58,morning,159.44,58.34
33.6,2,6.6,9,106,afternoon,65.7,60.98
44.9,3,6.3,2,67,night,138.25,80.43
12.9,0,5.4,3,58,morning,26.69,63.09
38.2,2,6.6,1,40,evening,83.61,62.83
57.5,0,7.5,5,57,evening,24.24,6.33
35.2,5,5.0,4,37,evening,399.74,88.97
222.9,2,6.6,8,65,morning,67.35,0.76
45.9,1,6.8,6,44,evening,34.78,31.51
22.8,0,5.6,6,47,night,17.85,27.94
71.5,0,5.7,5,57,morning,23.71,6.88
9.5,2,6.8,2,131,morning,109.33,96.98
23.8,0,5.0,5,70,night,19.96,22.1
21.0,2,7.0,10,28,morning,64.23,76.59
27.6,0,5.3,7,49,night,17.06,20.03
73.6,2,7.9,8,41,afternoon,67.4,35.08
32.3,3,9.5,7,40,morning,137.11,76.11
76.3,3,5.4,2,41,night,129.27,52.78
41.7,3,7.2,3,49,afternoon,161.95,79.01
20.6,0,5.6,1,38,afternoon,26.74,54.62
80.2,0,7.9,4,38,afternoon,25.41,7.77
13.6,2,4.9,2,41,afternoon,61.21,84.51
12.7,1,7.1,5,40,morning,46.95,75.63
34.2,1,5.4,6,34,afternoon,35.26,35.81
15.0,0,6.2,8,78,night,17.49,39.69
0.9,0,5.2,7,46,morning,20.77,94.05
50.7,0,7.6,9,51,evening,19.58,0.33
34.8,4,5.4,2,48,morning,290.92,86.19
28.8,0,7.2,1,39,evening,29.6,35.83
164.2,2,6.1,6,34,morning,68.55,8.5
41.1,0,6.4,4,82,night,21.75,15.57
96.1,2,6.7,4,35,afternoon,71.01,27.11
7.7,1,5.5,4,36,morning,42.72,83.46
40.9,4,6.8,4,95,morning,288.96,84.77
97.7,4,8.5,5,42,morning,275.27,63.25
42.5,1,5.5,5,57,afternoon,39.52,32.1
61.3,4,8.0,5,47,morning,278.93,76.87
22.8,7,8.4,6,55,evening,1399.85,100.0
5.2,3,5.4,4,118,afternoon,156.63,99.92
29.9,3,4.6,4,37,morning,104.1,78.32
24.6,0,6.9,3,78,evening,24.94,39.94
97.4,2,5.8,4,82,evening,76.87,27.7
13.9,0,8.9,7,79,morning,25.97,56.72
163.9,0,6.5,7,116,morning,24.61,0.0
152.8,7,5.5,6,15,morning,1228.36,83.03
14.2,1,5.0,3,24,evening,39.0,72.95
21.0,3,7.9,6,33,evening,125.79,84.01
108.9,3,5.8,5,43,afternoon,123.46,37.03
163.7,4,6.6,5,65,evening,225.8,45.54
28.6,7,7.7,5,34,evening,1396.56,94.94
19.1,0,5.9,5,34,afternoon,20.66,39.83
36.3,0,6.4,5,60,night,19.47,19.23
56.4,1,6.5,6,74,morning,42.23,25.09
15.8,0,7.4,2,56,morning,32.54,53.65
64.5,0,7.3,7,76,morning,25.78,7.53
3.0,1,6.2,3,21,morning,43.5,92.79
2.9,3,6.6,2,38,afternoon,145.72,97.24
23.9,2,6.0,9,32,night,48.08,58.63
21.4,1,4.6,9,42,morning,25.26,43.62
18.7,2,6.8,2,54,morning,91.2,81.69
32.9,0,9.0,5,18,afternoon,22.73,23.43
19.1,0,5.4,3,41,night,20.81,41.37
10.7,3,5.5,5,37,morning,131.21,90.66
18.3,2,5.4,7,22,afternoon,58.37,71.39
177.4,3,7.4,9,76,morning,136.84,32.18
25.9,0,7.1,6,56,morning,25.79,38.59
28.7,3,6.3,4,42,night,114.62,80.74
41.7,2,5.3,6,127,night,70.0,59.41
197.0,2,6.6,4,24,morning,74.4,8.92
13.8,2,4.5,8,130,night,47.88,78.21
55.4,4,6.7,8,49,evening,186.19,68.74
60.9,2,7.6,5,36,night,68.12,41.62
45.4,2,4.9,4,42,afternoon,54.27,42.68
5.0,7,4.5,4,45,afternoon,1033.69,100.0
54.7,3,8.6,1,139,afternoon,225.35,81.69
3.7,1,5.7,7,65,evening,34.9,87.73
44.0,2,8.0,5,29,morning,82.02,59.78
65.1,1,6.3,4,82,morning,48.04,26.38
11.9,0,6.3,5,45,morning,22.98,61.18
89.0,2,7.1,7,9,evening,62.09,20.28
2.0,5,5.4,2,81,morning,568.96,100.0
89.6,5,6.7,8,82,evening,364.06,77.39
30.1,1,6.0,8,47,night,29.11,36.55
12.3,1,4.8,9,39,morning,25.06,58.67
7.4,0,6.9,4,86,evening,23.95,71.38
147.6,7,6.2,3,38,afternoon,1435.82,94.34
4.1,6,6.3,4,97,night,766.43,95.79
11.2,2,4.9,4,38,morning,57.99,79.01
21.0,3,8.6,3,52,evening,156.69,87.28
47.0,2,7.6,6,69,evening,76.75,51.51
38.3,2,7.8,5,61,night,72.73,55.96
6.9,0,6.1,8,36,evening,17.13,67.22
16.9,1,4.3,1,67,afternoon,38.91,59.5
13.6,2,9.0,6,80,evening,78.85,80.63
12.0,2,6.4,7,30,night,52.53,86.77
25.9,1,5.5,7,70,afternoon,36.81,51.09
58.9,5,7.0,8,51,morning,435.85,84.75
12.3,0,8.0,6,31,night,19.66,54.96
22.4,1,6.5,8,65,evening,33.26,52.98
24.3,2,8.2,4,85,evening,89.04,79.6
180.4,2,7.9,5,40,morning,84.51,11.38
149.0,2,5.1,1,67,evening,89.65,22.39
77.8,0,5.6,1,45,afternoon,27.24,0.0
13.8,0,7.7,3,76,evening,28.54,57.96
3.9,2,3.0,2,93,morning,75.29,95.53
18.8,2,6.3,4,63,evening,73.35,78.55
15.4,0,4.6,3,79,night,17.19,37.63
34.3,2,5.9,1,87,morning,105.9,73.24
72.7,1,6.1,8,40,night,28.58,5.67
94.3,2,6.0,1,45,afternoon,88.26,33.38
89.9,3,5.8,7,68,night,104.44,45.87
21.9,0,5.1,3,104,evening,26.52,46.96
56.3,0,9.5,8,27,afternoon,20.02,2.52
18.5,3,8.9,8,72,evening,126.11,82.66
3.5,2,5.0,6,99,night,65.74,93.38
58.5,2,8.6,6,50,afternoon,76.18,46.3
1.0,3,6.0,1,55,morning,176.11,97.13
25.8,3,6.7,10,55,evening,96.04,80.08
19.7,6,6.4,8,53,evening,609.56,98.04
57.2,1,5.6,8,36,evening,30.84,17.07
70.3,1,7.8,6,52,evening,40.84,13.45
17.9,1,6.7,4,36,afternoon,39.56,67.69
80.6,0,5.9,8,77,evening,19.04,0.0
17.2,2,4.8,4,19,morning,55.02,76.07
28.9,0,5.3,5,85,afternoon,23.53,32.55
62.8,5,4.4,2,92,morning,438.05,85.13
57.2,2,6.5,8,61,morning,66.68,46.86
210.3,2,4.9,3,125,afternoon,70.34,4.81
12.7,1,6.2,3,70,afternoon,45.85,76.03
52.6,0,8.3,5,65,evening,24.74,13.11
45.7,0,8.1,7,19,afternoon,20.54,21.97
118.9,1,6.5,6,95,afternoon,41.12,10.25
8.7,0,6.4,3,33,morning,24.99,73.05
67.4,2,8.9,1,31,afternoon,97.74,46.98
40.8,4,7.2,7,62,morning,261.35,86.05
15.9,4,6.1,10,36,morning,184.96,88.92
31.4,2,4.6,7,50,evening,45.34,52.91
20.0,0,7.0,5,99,evening,26.85,47.97
42.1,4,7.6,8,117,evening,252.2,80.69
106.0,4,5.7,5,40,afternoon,220.45,62.11
40.9,0,6.9,5,51,afternoon,21.62,12.11
48.4,3,6.0,5,159,night,134.72,70.35
35.6,0,6.3,5,117,afternoon,25.33,21.52
3.0,3,3.3,7,88,afternoon,93.44,96.94
13.2,7,6.2,5,36,morning,1373.64,100.0
33.0,0,7.8,4,41,morning,27.66,30.15
18.3,4,5.7,4,87,afternoon,262.56,91.9
10.1,2,6.6,1,17,afternoon,81.73,89.09
34.2,6,5.5,6,96,afternoon,778.8,98.14
19.2,1,7.0,3,108,afternoon,57.7,67.82
14.8,3,6.2,3,47,evening,134.49,90.49
30.4,0,5.3,6,118,evening,23.11,31.44
7.4,1,8.2,6,71,evening,42.85,86.15
126.6,0,7.7,7,28,evening,20.23,0.39
97.6,6,5.7,5,59,night,660.53,88.5
59.5,3,7.1,8,38,morning,129.97,64.85
5.9,4,7.2,9,63,morning,238.5,100.0
72.3,5,7.3,7,27,morning,428.78,77.4
79.7,0,4.3,6,123,evening,17.52,0.0
70.6,1,7.8,4,76,night,44.37,23.88
6.3,0,5.8,10,44,morning,18.0,65.2
50.1,0,6.0,4,64,night,20.81,10.41
86.8,0,9.9,3,56,morning,30.54,4.6
41.8,1,6.9,5,125,night,40.84,32.44
50.4,0,6.0,2,55,afternoon,26.13,15.76
29.9,0,3.6,9,62,morning,14.78,13.93
36.6,0,8.3,6,25,afternoon,21.98,26.3
2.2,0,4.8,5,63,morning,18.06,86.34
49.4,6,5.2,6,70,morning,790.17,98.98
4.6,3,6.1,5,31,morning,129.08,97.73
27.9,6,8.3,1,82,evening,1122.88,95.23
17.1,1,7.5,6,16,afternoon,38.57,66.98
38.3,0,6.3,6,51,morning,22.14,19.71
7.4,3,6.9,5,24,evening,112.53,93.76
57.0,1,5.7,7,58,evening,34.29,19.9
76.6,0,6.7,3,46,morning,25.87,3.09
9.1,0,6.6,3,72,afternoon,25.6,67.19
5.8,0,7.8,3,55,morning,30.46,85.32
8.0,0,7.8,4,71,morning,29.88,75.73
101.1,1,7.1,7,59,evening,39.53,7.47
36.6,2,6.0,7,98,morning,76.53,62.97
30.7,0,7.5,4,91,afternoon,29.04,35.67
5.9,0,6.4,6,37,evening,18.96,68.26
50.8,3,5.1,6,94,morning,143.55,74.7
97.7,0,6.0,3,69,afternoon,25.41,2.56
85.0,1,6.6,3,103,morning,53.57,19.75
47.7,4,7.7,9,31,night,178.64,78.07
4.3,0,6.3,6,27,afternoon,19.22,80.78
6.2,0,4.9,10,27,evening,11.46,60.9
2.9,1,6.6,4,118,afternoon,48.34,96.06
14.8,1,6.6,6,104,morning,45.34,74.66
7.5,2,6.7,3,91,evening,83.36,96.12
15.0,3,7.7,4,25,night,125.84,91.86
23.8,0,7.8,5,91,evening,26.35,39.97
138.0,2,5.7,4,26,evening,66.51,8.63
45.7,1,5.7,3,9,night,34.25,32.17
87.0,0,5.1,4,45,morning,24.31,1.96
60.0,2,7.4,1,52,morning,111.64,56.77
6.2,0,8.4,6,111,evening,26.16,72.82
64.4,1,6.1,5,31,afternoon,36.89,18.64
15.9,0,6.2,2,165,evening,30.15,59.53
49.4,1,8.4,3,63,night,45.6,28.54
20.5,1,7.2,2,54,afternoon,53.95,69.97
291.5,3,7.1,6,53,morning,149.25,12.44
15.2,0,5.0,2,27,evening,23.28,61.46
16.2,1,7.4,7,47,morning,43.11,66.68
128.6,1,5.3,1,66,evening,49.68,5.99
1.7,2,5.0,3,92,afternoon,87.04,95.0
57.8,2,6.0,8,46,evening,57.01,40.76
62.5,2,5.7,6,63,morning,73.97,41.65
87.4,3,6.2,2,85,evening,157.6,54.9
176.5,4,4.6,7,45,afternoon,151.03,33.55
178.7,1,7.7,5,96,afternoon,49.99,0.0
3.7,1,8.0,7,76,morning,46.4,94.52
83.3,3,4.0,6,88,evening,94.36,47.6
50.4,6,7.8,6,18,night,644.96,94.47
50.5,4,5.4,10,48,morning,190.97,79.0
7.1,1,7.6,3,39,morning,52.57,90.41
50.9,0,6.4,6,15,morning,20.06,13.9
194.6,1,6.5,5,135,evening,45.36,5.6
117.1,3,6.3,1,91,evening,171.05,51.97
28.3,1,8.1,1,22,afternoon,52.96,61.77
2.5,1,4.9,2,113,morning,43.79,91.35
22.1,3,7.3,6,56,afternoon,139.26,88.04
84.5,1,7.9,5,73,afternoon,47.31,13.24
58.5,4,7.4,5,40,afternoon,253.52,78.11
30.0,1,9.5,1,95,night,56.18,47.84
3.2,1,5.8,5,54,morning,42.35,94.13
27.2,1,7.7,8,75,evening,39.21,47.72
30.9,3,6.4,4,101,afternoon,150.73,85.35
127.2,0,8.1,6,80,afternoon,25.35,2.03
49.7,0,6.5,7,46,evening,18.46,10.71
18.4,5,6.0,7,55,evening,357.18,91.19
36.3,0,8.2,5,89,night,24.04,25.73
3.8,2,5.9,8,6,morning,57.38,100.0
173.1,2,4.7,4,49,morning,59.71,8.18
21.9,1,5.8,8,57,evening,32.59,53.84
31.7,2,7.3,3,67,afternoon,94.21,72.02
21.6,0,8.3,4,40,morning,27.59,43.87
55.6,2,6.6,2,54,morning,91.2,57.02
52.6,1,8.2,7,63,morning,44.93,25.74
60.8,2,4.7,5,62,night,47.55,26.38
15.5,0,5.9,3,61,morning,26.9,50.0
18.7,2,6.1,3,46,morning,83.83,77.54
6.9,0,6.4,8,65,morning,20.79,74.0
51.7,0,6.6,7,109,afternoon,22.43,11.74
2.4,0,7.4,5,54,morning,27.06,91.69
44.2,0,5.9,6,64,afternoon,21.19,13.02
98.3,3,6.7,5,54,morning,137.23,42.25
106.8,0,6.4,4,107,evening,25.15,0.13
29.1,5,5.3,8,49,morning,377.03,90.19
30.0,6,6.4,2,34,afternoon,840.71,94.19
4.3,2,6.3,5,82,night,66.61,95.85
53.8,0,6.3,4,48,evening,21.78,5.45
83.1,1,6.5,5,79,afternoon,41.75,11.55
14.0,3,6.6,5,44,morning,133.69,82.75
26.8,1,5.9,5,29,morning,39.62,49.81
88.1,0,8.2,3,55,evening,27.08,0.06
101.1,2,5.0,5,23,night,57.15,17.33
13.9,3,5.6,3,66,evening,141.21,87.3
38.9,3,10.0,3,87,afternoon,178.05,80.74
10.8,0,5.2,2,140,evening,30.15,69.38
5.7,2,4.7,7,42,afternoon,46.25,94.26
116.7,0,7.5,5,37,morning,25.87,2.84
82.9,0,3.8,6,86,afternoon,16.77,0.0
69.0,4,6.2,6,83,night,205.12,67.01
2.9,0,9.3,6,86,morning,27.78,90.28
89.6,0,4.5,5,141,evening,18.9,0.0
28.2,0,3.9,4,57,morning,18.81,11.95
20.6,4,4.6,4,156,afternoon,218.63,95.73
38.5,3,7.7,6,47,morning,146.93,79.47
5.1,2,8.0,5,39,afternoon,78.04,95.5
68.3,3,5.8,7,37,evening,105.13,50.1
42.4,0,7.4,8,35,morning,22.11,16.19
10.4,1,8.3,3,145,evening,58.57,81.27
10.5,1,8.8,3,104,evening,54.89,83.31
10.3,0,6.2,6,138,night,21.9,59.26
3.3,1,3.5,4,17,morning,30.39,95.02
43.0,5,5.4,1,26,afternoon,488.87,86.08
88.6,0,5.9,8,48,morning,19.9,5.48
1.3,0,6.2,3,44,night,20.97,94.13
2.9,0,6.3,8,64,night,16.9,82.52
41.3,0,8.0,6,58,afternoon,24.0,18.48
82.7,4,8.2,7,31,evening,214.09,70.52
19.5,1,6.3,3,41,afternoon,42.56,68.02
21.1,1,7.9,3,49,evening,47.99,65.52
44.0,3,7.0,5,28,morning,147.22,71.05
15.9,0,6.6,3,53,evening,23.42,50.92
1.8,1,7.7,4,29,morning,48.2,100.0
64.3,1,6.6,4,52,evening,39.62,24.45
47.7,2,9.2,3,34,evening,82.99,59.46
